5834,2020-06-12 17:19:48.0000000,2021-06-26 04:48:32.0000000,2,1396,698.0000000000000,133,379,1
19897,2020-06-28 19:47:50.0000000,2021-05-12 04:38:37.0000000,2,486,243.0000000000000,178,318,1
2917,2021-04-19 06:27:37.0000000,2021-04-19 06:27:37.0000000,1,974,974.0000000000000,201,0,0
14324,2021-05-16 18:47:27.0000000,2021-08-16 22:02:53.0000000,2,1160,580.0000000000000,82,92,1
7185,2020-01-26 02:18:05.0000000,2021-08-17 04:31:38.0000000,5,4246,849.2000000000000,81,569,1
10056,2020-02-13 11:10:28.0000000,2021-04-18 02:53:20.0000000,4,5017,1254.2500000000000,202,430,1
18546,2020-03-29 00:52:55.0000000,2020-08-11 14:55:14.0000000,2,1890,945.0000000000000,452,135,1
1566,2020-04-15 14:30:47.0000000,2021-09-17 18:32:02.0000000,3,2090,696.6666666666666,50,520,1
15675,2020-09-07 10:54:01.0000000,2021-02-22 22:56:24.0000000,2,3639,1819.5000000000000,257,168,1
215,2020-02-25 18:20:35.0000000,2020-12-21 00:48:39.0000000,2,500,250.0000000000000,320,300,1
46,2020-03-05 10:13:46.0000000,2021-11-02 10:34:02.0000000,3,5311,1770.3333333333333,4,607,1
11453,2020-05-07 11:41:49.0000000,2020-05-07 11:41:49.0000000,1,48,48.0000000000000,548,0,0
5788,2021-01-16 16:55:29.0000000,2021-07-05 03:11:50.0000000,4,4181,1045.2500000000000,124,170,1
17195,2021-01-30 20:02:54.0000000,2021-09-07 16:31:08.0000000,3,2208,736.0000000000000,60,220,1
7139,2020-01-26 06:13:27.0000000,2021-03-25 12:30:12.0000000,5,5026,1005.2000000000000,226,424,1
15844,2020-02-07 23:11:23.0000000,2021-10-17 14:23:34.0000000,5,3526,705.2000000000000,20,618,1
1520,2020-04-28 14:25:51.0000000,2021-06-01 21:06:04.0000000,3,4833,1611.0000000000000,158,399,1
12758,2020-08-06 05:46:00.0000000,2021-06-29 00:31:20.0000000,3,1432,477.3333333333333,130,327,1
1397,2020-11-13 09:21:30.0000000,2020-11-13 09:21:30.0000000,1,260,260.0000000000000,358,0,0
18377,2021-08-02 11:49:24.0000000,2021-08-22 07:18:59.0000000,2,1129,564.5000000000000,76,20,1
5665,2020-01-11 04:38:13.0000000,2021-06-22 06:51:17.0000000,4,3499,874.7500000000000,137,528,1
2748,2020-03-29 23:26:55.0000000,2021-09-27 20:48:24.0000000,3,2789,929.6666666666666,40,547,1
14155,2020-05-08 06:43:24.0000000,2021-03-11 18:29:57.0000000,3,1228,409.3333333333333,240,307,1
3086,2020-06-23 04:51:48.0000000,2020-06-23 04:51:48.0000000,1,1305,1305.0000000000000,501,0,0
11576,2021-01-19 10:35:22.0000000,2021-08-15 00:35:03.0000000,4,2869,717.2500000000000,83,208,1
17149,2021-03-04 02:08:44.0000000,2021-08-28 12:54:28.0000000,3,559,186.3333333333333,70,177,1
4437,2020-02-24 21:01:20.0000000,2020-11-19 15:59:33.0000000,4,3577,894.2500000000000,352,269,1
4314,2020-03-09 13:34:54.0000000,2021-01-26 14:33:14.0000000,4,2686,671.5000000000000,284,323,1
12927,2020-03-13 06:36:37.0000000,2021-08-02 04:57:01.0000000,3,1627,542.3333333333333,96,507,1
1443,2020-03-28 01:05:35.0000000,2020-11-29 06:02:07.0000000,4,2280,570.0000000000000,342,246,1
12804,2020-09-07 08:24:49.0000000,2020-10-26 22:01:19.0000000,2,3277,1638.5000000000000,376,49,1
15798,2020-12-01 10:46:15.0000000,2021-02-07 23:29:06.0000000,2,1102,551.0000000000000,272,68,1
5619,2020-02-10 14:15:44.0000000,2020-11-01 17:37:12.0000000,4,1148,287.0000000000000,370,265,1
14278,2020-05-04 16:46:37.0000000,2021-09-22 04:12:29.0000000,5,2319,463.8000000000000,45,506,1
14447,2020-05-13 00:17:11.0000000,2020-05-13 00:17:11.0000000,1,64,64.0000000000000,542,0,0
3040,2021-01-26 15:21:14.0000000,2021-01-26 15:21:14.0000000,1,354,354.0000000000000,284,0,0
4268,2020-01-08 23:30:39.0000000,2021-07-03 11:43:31.0000000,7,5582,797.4285714285714,126,542,1
4145,2020-11-12 18:44:01.0000000,2020-11-21 13:10:53.0000000,2,495,247.5000000000000,350,9,1
15629,2021-09-27 15:29:27.0000000,2021-09-27 15:29:27.0000000,1,507,507.0000000000000,40,0,0
1735,2021-10-02 17:57:45.0000000,2021-10-02 17:57:45.0000000,1,1704,1704.0000000000000,35,0,0
5496,2020-01-18 14:48:06.0000000,2021-09-27 21:47:03.0000000,4,2790,697.5000000000000,40,618,1
16903,2020-09-04 18:35:44.0000000,2021-10-23 01:27:15.0000000,3,2730,910.0000000000000,14,414,1
8828,2020-09-19 02:28:24.0000000,2020-09-19 02:28:24.0000000,1,960,960.0000000000000,413,0,0
13986,2020-10-26 01:34:56.0000000,2020-10-26 01:34:56.0000000,1,125,125.0000000000000,376,0,0
1689,2020-05-12 16:48:40.0000000,2021-03-25 06:50:26.0000000,3,1920,640.0000000000000,226,317,1
7062,2020-06-10 22:39:18.0000000,2021-08-06 05:15:27.0000000,4,2117,529.2500000000000,92,422,1
13050,2020-07-19 20:18:30.0000000,2020-07-19 20:18:30.0000000,1,2145,2145.0000000000000,475,0,0
4560,2021-04-08 13:01:51.0000000,2021-07-29 07:54:28.0000000,2,1428,714.0000000000000,100,112,1
18669,2021-05-17 05:26:22.0000000,2021-06-16 12:13:52.0000000,2,1386,693.0000000000000,143,30,1
11284,2020-02-23 19:54:49.0000000,2021-01-10 10:10:25.0000000,2,2608,1304.0000000000000,300,322,1
2625,2020-09-18 22:23:23.0000000,2021-06-14 22:12:18.0000000,5,1968,393.6000000000000,145,269,1
5542,2020-12-15 20:18:07.0000000,2021-07-26 05:53:24.0000000,2,1588,794.0000000000000,103,223,1
19605,2021-05-11 17:40:58.0000000,2021-09-07 17:33:59.0000000,3,2732,910.6666666666666,60,119,1
7016,2020-01-21 04:56:33.0000000,2020-09-02 19:59:45.0000000,2,1070,535.0000000000000,430,225,1
4606,2020-03-06 23:41:26.0000000,2020-11-11 11:13:44.0000000,2,1954,977.0000000000000,360,250,1
10348,2020-05-23 12:05:48.0000000,2021-02-08 20:13:22.0000000,4,2644,661.0000000000000,271,261,1
169,2020-02-16 14:43:36.0000000,2021-05-04 23:39:11.0000000,2,1257,628.5000000000000,186,443,1
8244,2020-03-14 01:26:50.0000000,2020-05-16 07:28:42.0000000,2,759,379.5000000000000,539,63,1
6080,2020-05-07 06:25:26.0000000,2021-08-08 14:41:03.0000000,4,3658,914.5000000000000,90,458,1
11238,2020-06-21 01:10:56.0000000,2021-10-26 07:12:02.0000000,5,5177,1035.4000000000000,11,492,1
17487,2020-11-11 20:23:44.0000000,2021-08-15 09:16:08.0000000,6,6927,1154.5000000000000,83,277,1
12466,2020-01-14 09:19:40.0000000,2020-01-14 09:19:40.0000000,1,74,74.0000000000000,662,0,0
7308,2020-03-18 04:08:16.0000000,2021-04-17 03:41:18.0000000,2,1692,846.0000000000000,203,395,1
1105,2020-04-02 03:18:50.0000000,2020-04-02 03:18:50.0000000,1,183,183.0000000000000,583,0,0
18423,2020-08-26 19:27:35.0000000,2021-05-29 19:46:29.0000000,4,3317,829.2500000000000,161,276,1
10302,2020-11-06 04:23:44.0000000,2021-09-29 23:22:21.0000000,2,919,459.5000000000000,38,327,1
8290,2020-07-15 05:55:49.0000000,2021-07-31 04:59:02.0000000,2,751,375.5000000000000,98,381,1
6126,2020-10-26 09:28:42.0000000,2020-10-26 09:28:42.0000000,1,984,984.0000000000000,376,0,0
8536,2021-03-08 16:42:50.0000000,2021-05-28 02:01:21.0000000,2,1489,744.5000000000000,162,81,1
19943,2021-10-20 15:16:25.0000000,2021-10-20 15:16:25.0000000,1,632,632.0000000000000,17,0,0
18715,2020-03-20 16:16:09.0000000,2021-03-10 06:48:15.0000000,3,2811,937.0000000000000,241,355,1
7600,2020-05-09 21:15:30.0000000,2021-10-21 23:28:38.0000000,5,4650,930.0000000000000,16,530,1
9764,2020-05-22 01:42:38.0000000,2021-06-17 07:29:41.0000000,4,2645,661.2500000000000,142,391,1
10010,2020-06-20 07:26:21.0000000,2021-11-03 12:53:30.0000000,2,1554,777.0000000000000,3,501,1
2502,2020-02-20 23:10:51.0000000,2021-07-21 17:01:55.0000000,6,5159,859.8333333333333,108,517,1
14739,2020-05-16 02:30:12.0000000,2021-07-31 13:35:13.0000000,5,2522,504.4000000000000,98,441,1
8075,2020-10-02 09:44:08.0000000,2021-10-27 12:34:48.0000000,3,4394,1464.6666666666666,10,390,1
10992,2021-06-05 23:38:33.0000000,2021-06-21 08:01:43.0000000,2,2133,1066.5000000000000,138,16,1
19007,2020-04-07 08:45:46.0000000,2020-09-13 06:23:55.0000000,2,1306,653.0000000000000,419,159,1
3853,2020-04-18 00:48:59.0000000,2021-10-07 18:57:29.0000000,4,2920,730.0000000000000,30,537,1
6724,2020-08-06 11:08:19.0000000,2021-09-16 00:13:42.0000000,4,1924,481.0000000000000,51,406,1
15214,2021-04-15 14:08:03.0000000,2021-04-15 14:08:03.0000000,1,675,675.0000000000000,205,0,0
10517,2021-08-15 23:00:17.0000000,2021-08-15 23:00:17.0000000,1,1455,1455.0000000000000,83,0,0
16780,2020-01-03 07:16:57.0000000,2021-09-15 21:00:08.0000000,2,565,282.5000000000000,52,621,1
3378,2020-04-08 06:24:26.0000000,2021-07-15 17:41:13.0000000,3,4100,1366.6666666666666,114,463,1
9120,2020-07-05 15:28:03.0000000,2021-01-23 10:15:05.0000000,3,2848,949.3333333333333,287,202,1
6203,2021-08-11 17:33:03.0000000,2021-08-11 17:33:03.0000000,1,1017,1017.0000000000000,87,0,0
12389,2020-04-11 18:01:37.0000000,2021-08-05 03:20:25.0000000,2,823,411.5000000000000,93,481,1
4729,2020-06-25 22:17:22.0000000,2020-08-03 10:27:16.0000000,2,3191,1595.5000000000000,460,39,1
4852,2020-08-12 10:55:28.0000000,2020-08-12 10:55:28.0000000,1,669,669.0000000000000,451,0,0
16090,2020-11-21 09:31:46.0000000,2021-04-01 05:42:24.0000000,2,390,195.0000000000000,219,131,1
